0.66757,0.85914,60
1.0043,1.5848,62
1.5848,2.4207,62
2.4207,2.798,63
2.8851,3.0766,62
3.1869,3.4598,60
3.541,3.9648,60
3.9648,4.4234,57
4.6556,5.0097,59
5.0097,5.4045,58
5.834,6.1417,55
6.1475,6.3739,57
6.3739,6.6235,57
6.7222,7.0647,60
7.0647,7.2562,61
7.384,7.8542,58
8.1444,9.0036,55
10.014,10.182,60
10.234,10.925,63
10.954,11.778,63
11.918,12.115,62
12.121,12.353,62
12.568,13.061,60
13.276,13.636,55
13.845,14.182,58
14.187,14.518,58
15.029,15.377,55
15.377,15.882,59
15.882,16.051,59
16.08,16.271,59
16.271,16.556,61
16.718,16.997,59
16.997,18.21,55
18.855,19.104,59
19.104,19.302,60
19.389,19.551,56
19.551,20.701,57
20.701,21.473,55
23.597,23.824,56
23.824,24.677,57
24.683,24.898,59
24.898,25.525,58
